"index","unique_id","ds","cutoff","y","knn","mlp","enet","knn-lo-95","knn-hi-95","mlp-lo-95","mlp-hi-95","enet-lo-95","enet-hi-95"
"140","1","2024-11-29T20:00:00.000","2024-11-26T23:00:00.000","451205","465589.8125","537323","469469.75","442274.20546875","488905.41953125","343243.54453125","731402.45546875","448961.87578125","489977.62421875"
"141","1","2024-11-29T21:00:00.000","2024-11-26T23:00:00.000","451115","467695.59375","543866.875","473440.65625","444292.62578125","491098.56171875","352174.2234375","735559.5265625","448556.3390625","498324.9734375"
"142","1","2024-11-29T22:00:00.000","2024-11-26T23:00:00.000","456587","468484.40625","551399.5","478561.75","447968.14375","489000.66875","358565.24375","744233.75625","453454.05390625","503669.44609375"
"143","1","2024-11-29T23:00:00.000","2024-11-26T23:00:00.000","469545","472792.59375","558636.5625","483582.3125","445598.2640625","499986.9234375","359098.1359375","758174.9890625","464816.90546875","502347.71953125"
"144","1","2024-11-27T12:00:00.000","2024-11-27T11:00:00.000","430520","439483.59375","419884.46875","423880.21875","431443.0203125","447524.1671875","407819.6234375","431949.3140625","412380.3","435380.1375"
"145","1","2024-11-27T13:00:00.000","2024-11-27T11:00:00.000","450555","464106.8125","427682.65625","437442.40625","452779.34140625","475434.28359375","405156.8703125","450208.4421875","413979.059375","460905.753125"
"146","1","2024-11-27T14:00:00.000","2024-11-27T11:00:00.000","461751","482431.1875","432001.84375","448423.65625","472134.56796875","492727.80703125","412029.63828125","451974.04921875","424592.5359375","472254.7765625"
"147","1","2024-11-27T15:00:00.000","2024-11-27T11:00:00.000","465722","491317.8125","432408.5","455297.5625","480710.03828125","501925.58671875","417607.378125","447209.621875","434427.54921875","476167.57578125"
"148","1","2024-11-27T16:00:00.000","2024-11-27T11:00:00.000","467407","491518.59375","430499.21875","459197","475002.18125","508035.00625","414934.73125","446063.70625","441799.26953125","476594.73046875"
"149","1","2024-11-27T17:00:00.000","2024-11-27T11:00:00.000","467932","488552.1875","427525.9375","461550.3125","452892.8921875","524211.4828125","391908.69609375","463143.17890625","439055.92890625","484044.69609375"
"150","1","2024-11-27T18:00:00.000","2024-11-27T11:00:00.000","467581","483173","424603.34375","463130.5625","464922.72421875","501423.27578125","401306.0046875","447900.6828125","451835.659375","474425.465625"
"151","1","2024-11-27T19:00:00.000","2024-11-27T11:00:00.000","468461","476219","423414.3125","463891.75","461461.03828125","490976.96171875","399052.8125","447775.8125","453371.46953125","474412.03046875"
"152","1","2024-11-27T20:00:00.000","2024-11-27T11:00:00.000","469307","470129.40625","424857.4375","465211.59375","451246.56875","489012.24375","396036.0046875","453678.8703125","456421.7234375","474001.4640625"
"153","1","2024-11-27T21:00:00.000","2024-11-27T11:00:00.000","470896","466080.1875","428835.09375","469143.53125","447728.5609375","484431.8140625","396714.8078125","460955.3796875","463741.7203125","474545.3421875"
"154","1","2024-11-27T22:00:00.000","2024-11-27T11:00:00.000","475183","469142.40625","434948.1875","475314.8125","451108.6921875","487176.1203125","403697.7609375","466198.6140625","470749.034375","479880.590625"
"155","1","2024-11-27T23:00:00.000","2024-11-27T11:00:00.000","482886","481627.1875","441321.28125","481787.59375","467515.73046875","495738.64453125","420049.0734375","462593.4890625","470634.990625","492940.196875"
"156","1","2024-11-28T00:00:00.000","2024-11-27T11:00:00.000","485979","489079.8125","446245.53125","485582.09375","474496.8609375","503662.7640625","431041.4171875","461449.6453125","469106.284375","502057.903125"
"157","1","2024-11-28T01:00:00.000","2024-11-27T11:00:00.000","482472","492046.1875","448207.8125","485837.5625","481220.57421875","502871.80078125","431698.07734375","464717.54765625","469272.1359375","502402.9890625"
"158","1","2024-11-28T02:00:00.000","2024-11-27T11:00:00.000","475998","492188.8125","445044.15625","481641.40625","482529.1765625","501848.4484375","425557.33828125","464530.97421875","464282.240625","499000.571875"
"159","1","2024-11-28T03:00:00.000","2024-11-27T11:00:00.000","466428","487379.8125","436891.25","472819.03125","479201.5","495558.125","412651.03125","461131.46875","454180.8203125","491457.2421875"
"160","1","2024-11-28T04:00:00.000","2024-11-27T11:00:00.000","452025","476405.40625","424633.25","460113.9375","469058.94375","483751.86875","394800.8171875","454465.6828125","442552.25703125","477675.61796875"
"161","1","2024-11-28T05:00:00.000","2024-11-27T11:00:00.000","435245","461667.8125","410108.96875","445036.65625","451985.05234375","471350.57265625","375205.13125","445012.80625","428512.96171875","461560.35078125"
"162","1","2024-11-28T06:00:00.000","2024-11-27T11:00:00.000","417564","447134.8125","395985.9375","430204.53125","436723.7734375","457545.8515625","358860.42109375","433111.45390625","413467.48046875","446941.58203125"
"163","1","2024-11-28T07:00:00.000","2024-11-27T11:00:00.000","404890","433066.40625","384285.8125","417848.71875","421536.3375","444596.475","346350.11015625","422221.51484375","399309.76953125","436387.66796875"
"164","1","2024-11-28T08:00:00.000","2024-11-27T11:00:00.000","393739","429725.8125","376400.46875","409300.125","417581.075","441870.55","338513.36171875","414287.57578125","390387.01875","428213.23125"
"165","1","2024-11-28T09:00:00.000","2024-11-27T11:00:00.000","387000","426121.40625","373255.90625","405597.78125","413190.39140625","439052.42109375","336266.29375","410245.51875","387898.41328125","423297.14921875"
"166","1","2024-11-28T10:00:00.000","2024-11-27T11:00:00.000","384377","422203.1875","374292.6875","407594.625","409337.2109375","435069.1640625","338365.88984375","410219.48515625","391235.00859375","423954.24140625"
"167","1","2024-11-28T11:00:00.000","2024-11-27T11:00:00.000","385229","435504.8125","378412.84375","414861.84375","421943.8484375","449065.7765625","349438.890625","407386.796875","398978.49140625","430745.19609375"
"168","1","2024-11-28T12:00:00.000","2024-11-27T11:00:00.000","391633","454022.8125","383980.03125","425345.46875","434463.428125","473582.196875","372377.8546875","395582.2078125","397459.84765625","453231.08984375"
"169","1","2024-11-28T13:00:00.000","2024-11-27T11:00:00.000","404142","477359.59375","389076.6875","436294.65625","451679.2625","503039.925","383686.4125","394466.9625","395776.1203125","476813.1921875"
"170","1","2024-11-28T14:00:00.000","2024-11-27T11:00:00.000","420907","481887.1875","392499.25","445768.34375","458244.25","505530.125","389831.2140625","395167.2859375","405063.69453125","486472.99296875"
"171","1","2024-11-28T15:00:00.000","2024-11-27T11:00:00.000","440964","482700.1875","393718.90625","453143.28125","466678.353125","498722.021875","386462.41640625","400975.39609375","418643.73984375","487642.82265625"
"172","1","2024-11-28T16:00:00.000","2024-11-27T11:00:00.000","457446","476863.59375","392780.71875","458525.34375","460080.38125","493646.80625","375959.66328125","409601.77421875","429762.85078125","487287.83671875"
"173","1","2024-11-28T17:00:00.000","2024-11-27T11:00:00.000","466889","469368.1875","390941.5625","462059.96875","452625.54296875","486110.83203125","365619.26484375","416263.86015625","438074.57265625","486045.36484375"
"174","1","2024-11-28T18:00:00.000","2024-11-27T11:00:00.000","467330","462770.1875","389543.28125","464218.84375","442991.68828125","482548.68671875","356339.0421875","422747.5203125","440799.528125","487638.159375"
"175","1","2024-11-28T19:00:00.000","2024-11-27T11:00:00.000","459047","458077.59375","389801.125","466160.15625","434134.3453125","482020.8421875","350406.51015625","429195.73984375","441286.01015625","491034.30234375"
"176","1","2024-11-28T20:00:00.000","2024-11-27T11:00:00.000","449599","451724.8125","392549.96875","469140.96875","424669.55703125","478780.06796875","347275.0140625","437824.9234375","444752.7265625","493529.2109375"
"177","1","2024-11-28T21:00:00.000","2024-11-27T11:00:00.000","441221","452498.40625","397590.53125","473662.5625","425878.63671875","479118.17578125","349035.35859375","446145.70390625","450198.09140625","497127.03359375"
"178","1","2024-11-28T22:00:00.000","2024-11-27T11:00:00.000","436499","456819","403999.28125","479091.25","432900.5765625","480737.4234375","355148.32734375","452850.23515625","455613.9796875","502568.5203125"
"179","1","2024-11-28T23:00:00.000","2024-11-27T11:00:00.000","435231","469372.40625","410373.84375","484299.71875","440978.64296875","497766.16953125","366444.46796875","454303.21953125","457720.78828125","510878.64921875"
"180","1","2024-11-29T00:00:00.000","2024-11-27T11:00:00.000","434944","478934.8125","414772.90625","486647.84375","449900.48359375","507969.14140625","373274.64453125","456271.16796875","459108.06015625","514187.62734375"
"181","1","2024-11-29T01:00:00.000","2024-11-27T11:00:00.000","434876","477677.1875","415746.40625","485314.40625","449226.04453125","506128.33046875","369804.51171875","461688.30078125","461495.584375","509133.228125"
"182","1","2024-11-29T02:00:00.000","2024-11-27T11:00:00.000","434605","475535.40625","412360.8125","479687.65625","446998.37734375","504072.43515625","362490.09921875","462231.52578125","461215.1625","498160.15"
"183","1","2024-11-29T03:00:00.000","2024-11-27T11:00:00.000","432335","468713.59375","404488.09375","469769.15625","439925.45","497501.7375","350542.1703125","458434.0171875","455882.0703125","483656.2421875"
"184","1","2024-11-29T04:00:00.000","2024-11-27T11:00:00.000","426643","456465.8125","393095.9375","456497.21875","429649.0765625","483282.5484375","335477.74609375","450714.12890625","441066.23984375","471928.19765625"
"185","1","2024-11-29T05:00:00.000","2024-11-27T11:00:00.000","418229","438905.8125","379825.9375","441588.03125","415563.22734375","462248.39765625","317789.25546875","441862.61953125","425287.73828125","457888.32421875"
"186","1","2024-11-29T06:00:00.000","2024-11-27T11:00:00.000","410522","423853.1875","366621.8125","427008.46875","405202.53125","442503.84375","300924.48046875","432319.14453125","409877.53671875","444139.40078125"
"187","1","2024-11-29T07:00:00.000","2024-11-27T11:00:00.000","403518","412029.1875","355510.9375","414666.78125","396294.54921875","427763.82578125","286941.384375","424080.490625","396050.51171875","433283.05078125"
"188","1","2024-11-29T08:00:00.000","2024-11-27T11:00:00.000","399188","401720.40625","347820.53125","406301.53125","388051.03671875","415389.77578125","277399.5375","418241.525","385454.61328125","427148.44921875"
"189","1","2024-11-29T09:00:00.000","2024-11-27T11:00:00.000","399247","393971.59375","344113.96875","403111.96875","382700.32265625","405242.86484375","273327.453125","414900.484375","380763.28671875","425460.65078125"
"190","1","2024-11-29T10:00:00.000","2024-11-27T11:00:00.000","402475","393813.8125","344117.03125","405271.65625","384091.89765625","403535.72734375","274489.078125","413744.984375","382818.359375","427724.953125"
"191","1","2024-11-29T11:00:00.000","2024-11-27T11:00:00.000","409116","398861.8125","346731.53125","411795.59375","388813.01953125","408910.60546875","274799.77890625","418663.28359375","394075.85078125","429515.33671875"
"192","1","2024-11-29T12:00:00.000","2024-11-27T11:00:00.000","422985","419175.59375","350554.21875","420917.625","390664.1484375","447687.0390625","278774.64921875","422333.78828125","416343.25625","425491.99375"
"193","1","2024-11-29T13:00:00.000","2024-11-27T11:00:00.000","438592","448057.59375","354224.96875","430749.0625","407359.034375","488756.153125","285881.48515625","422568.45234375","417488.215625","444009.909375"
"194","1","2024-11-29T14:00:00.000","2024-11-27T11:00:00.000","450150","465587","356667.4375","439877.78125","419698.70703125","511475.29296875","285898.5828125","427436.2921875","419791.38515625","459964.17734375"
"195","1","2024-11-29T15:00:00.000","2024-11-27T11:00:00.000","456160","468293.1875","357583.0625","447507.5625","417820.4390625","518765.9359375","280366.6078125","434799.5171875","426167.01953125","468848.10546875"
"196","1","2024-11-29T16:00:00.000","2024-11-27T11:00:00.000","457365","469984.1875","357289.9375","453335.90625","419664.2171875","520304.1578125","270080.7765625","444499.0984375","433397.21171875","473274.60078125"
"197","1","2024-11-29T17:00:00.000","2024-11-27T11:00:00.000","456971","468652","356623.25","457544.9375","420686.53203125","516617.46796875","261229.43984375","452017.06015625","439986.54296875","475103.33203125"
"198","1","2024-11-29T18:00:00.000","2024-11-27T11:00:00.000","456379","465683","356713.65625","460788.46875","420222.82578125","511143.17421875","253411.03046875","460016.28203125","445780.671875","475796.265625"
"199","1","2024-11-29T19:00:00.000","2024-11-27T11:00:00.000","452928","463321.59375","358480.28125","463973.03125","416429.04921875","510214.13828125","245442.4890625","471518.0734375","445685.6890625","482260.3734375"
"200","1","2024-11-29T20:00:00.000","2024-11-27T11:00:00.000","451205","461064.8125","362348.90625","467858.53125","418134.63671875","503994.98828125","243956.41640625","480741.39609375","445233.41640625","490483.64609375"
"201","1","2024-11-29T21:00:00.000","2024-11-27T11:00:00.000","451115","458634.8125","368120.8125","472665.375","417903.58671875","499366.03828125","246023.7015625","490217.9234375","446252.47734375","499078.27265625"
"202","1","2024-11-29T22:00:00.000","2024-11-27T11:00:00.000","456587","459812.59375","374820.09375","477772.21875","421439.13828125","498186.04921875","254274.203125","495365.984375","451736.1796875","503808.2578125"
"203","1","2024-11-29T23:00:00.000","2024-11-27T11:00:00.000","469545","468978.40625","381033.28125","482165.375","423473.28203125","514483.53046875","269219.534375","492847.028125","462972.65234375","501358.09765625"
"204","1","2024-11-30T00:00:00.000","2024-11-27T11:00:00.000","480808","476764","385171.09375","483289.5","431817.86875","521710.13125","278769.9578125","491572.2296875","469342.109375","497236.890625"
"205","1","2024-11-30T01:00:00.000","2024-11-27T11:00:00.000","486748","479034.40625","385901.625","480443.15625","434431.88515625","523636.92734375","279759.8390625","492043.4109375","466037.75703125","494848.55546875"
"206","1","2024-11-30T02:00:00.000","2024-11-27T11:00:00.000","487454","478373.1875","382510.40625","473357.28125","427679.79375","529066.58125","274924.7140625","490096.0984375","460512.7359375","486201.8265625"
"207","1","2024-11-30T03:00:00.000","2024-11-27T11:00:00.000","484544","470193","375070.1875","462466.4375","419899.6546875","520486.3453125","266241.471875","483898.903125","452348.209375","472584.665625"
"208","1","2024-11-30T04:00:00.000","2024-11-27T11:00:00.000","476603","455186.8125","364421.78125","448778.4375","407819.05703125","502554.56796875","252534.04375","476309.51875","442037.92265625","455518.95234375"
"209","1","2024-11-30T05:00:00.000","2024-11-27T11:00:00.000","466690","437594.40625","352087.4375","433760.6875","394031.5921875","481157.2203125","237391.409375","466783.465625","423347.51640625","444173.85859375"
"210","1","2024-11-30T06:00:00.000","2024-11-27T11:00:00.000","456687","422059.59375","339821.0625","419222.4375","383259.94765625","460859.23984375","222857.33046875","456784.79453125","405582.48828125","432862.38671875"
"211","1","2024-11-30T07:00:00.000","2024-11-27T11:00:00.000","448501","410408.40625","329265.75","407112.90625","377348.09140625","443468.72109375","212322.21875","446209.28125","390032.1375","424193.675"
"212","1","2024-11-30T08:00:00.000","2024-11-27T11:00:00.000","442480","402306","321617.1875","399111.4375","372313.1125","432298.8875","204345.58203125","438888.79296875","381485.89921875","416736.97578125"
"213","1","2024-11-30T09:00:00.000","2024-11-27T11:00:00.000","440763","398556.1875","317344.1875","396117.6875","371061.30078125","426051.07421875","199995.02265625","434693.35234375","379814.57265625","412420.80234375"
"214","1","2024-11-30T10:00:00.000","2024-11-27T11:00:00.000","441493","399996","316189.0625","398008.09375","373342.8296875","426649.1703125","197691.68203125","434686.44296875","382130.22421875","413885.96328125"
"215","1","2024-11-30T11:00:00.000","2024-11-27T11:00:00.000","446649","411328.8125","317323.84375","403821.6875","384375.7","438281.925","198220.98125","436426.70625","390396.99375","417246.38125"
"216","1","2024-11-28T00:00:00.000","2024-11-27T23:00:00.000","485979","481734.59375","491135.75","488011.96875","470003.47265625","493465.71484375","482820.8875","499450.6125","486821.94375","489201.99375"
"217","1","2024-11-28T01:00:00.000","2024-11-27T23:00:00.000","482472","485125.1875","496830.1875","489651.25","474629.79375","495620.58125","491856.628125","501803.746875","482815.1640625","496487.3359375"
"218","1","2024-11-28T02:00:00.000","2024-11-27T23:00:00.000","475998","482914","496491","486423.875","474812.06484375","491015.93515625","493198.628125","499783.371875","475693.5984375","497154.1515625"
"219","1","2024-11-28T03:00:00.000","2024-11-27T23:00:00.000","466428","473503.40625","491027.59375","477218.84375","465586.40078125","481420.41171875","488092.875","493962.3125","462375.08671875","492062.60078125"
"220","1","2024-11-28T04:00:00.000","2024-11-27T23:00:00.000","452025","457673.40625","480331.46875","462827.84375","450010.50078125","465336.31171875","462971.83359375","497691.10390625","443302.3","482353.3875"
"221","1","2024-11-28T05:00:00.000","2024-11-27T23:00:00.000","435245","437033.40625","465843.875","446101.5625","428411.47109375","445655.34140625","444616.93671875","487070.81328125","423156.93359375","469046.19140625"
"222","1","2024-11-28T06:00:00.000","2024-11-27T23:00:00.000","417564","422215.1875","451500.78125","430613","412406.56328125","432023.81171875","429486.8140625","473514.7484375","407211.7875","454014.2125"
"223","1","2024-11-28T07:00:00.000","2024-11-27T23:00:00.000","404890","412352","439819.78125","418316.40625","401328.1015625","423375.8984375","407574.37890625","472065.18359375","395424.753125","441208.059375"
"224","1","2024-11-28T08:00:00.000","2024-11-27T23:00:00.000","393739","406641.40625","432447.4375","409768.8125","395360.596875","417922.215625","405130.259375","459764.615625","388380.27890625","431157.34609375"
"225","1","2024-11-28T09:00:00.000","2024-11-27T23:00:00.000","387000","402092","430303.375","405903.4375","390770.5","413413.5","405522.28984375","455084.46015625","386885.6875","424921.1875"
"226","1","2024-11-28T10:00:00.000","2024-11-27T23:00:00.000","384377","399257.1875","434098.46875","409037.0625","386576.01796875","411938.35703125","412299.4515625","455897.4859375","392355.55078125","425718.57421875"
"227","1","2024-11-28T11:00:00.000","2024-11-27T23:00:00.000","385229","407293","442473.15625","418886.75","394177.3609375","420408.6390625","426001.41796875","458944.89453125","408766.5921875","429006.9078125"
"228","1","2024-11-28T12:00:00.000","2024-11-27T23:00:00.000","391633","424501.40625","453818.5625","432272.96875","412526.61640625","436476.19609375","417837.87890625","489799.24609375","416120.5453125","448425.3921875"
"229","1","2024-11-28T13:00:00.000","2024-11-27T23:00:00.000","404142","450288.59375","466006.96875","445429.46875","432053.59296875","468523.59453125","414673.0625","517340.875","423355.6546875","467503.2828125"
"230","1","2024-11-28T14:00:00.000","2024-11-27T23:00:00.000","420907","463172.40625","476937.59375","455908.65625","447349.83515625","478994.97734375","423241.5671875","530633.6203125","435432.0609375","476385.2515625"
"231","1","2024-11-28T15:00:00.000","2024-11-27T23:00:00.000","440964","470054.8125","484765.5","462959.625","453457.66796875","486651.95703125","433124.22421875","536406.77578125","440201.2609375","485717.9890625"
"232","1","2024-11-28T16:00:00.000","2024-11-27T23:00:00.000","457446","473513.8125","488991.53125","467111.4375","457845.2890625","489182.3359375","437183.96796875","540799.09453125","447082.959375","487139.915625"
"233","1","2024-11-28T17:00:00.000","2024-11-27T23:00:00.000","466889","469873.1875","490169.9375","469342.90625","452746.846875","486999.528125","435998.30625","544341.56875","449607.28125","489078.53125"
"234","1","2024-11-28T18:00:00.000","2024-11-27T23:00:00.000","467330","468905.1875","490317.96875","470117.3125","446689.6125","491120.7625","434498.5515625","546137.3859375","449635.78046875","490598.84453125"
"235","1","2024-11-28T19:00:00.000","2024-11-27T23:00:00.000","459047","468663.8125","491097.78125","470337.375","446691.4171875","490636.2078125","434670.30625","547525.25625","448054.596875","492620.153125"
"236","1","2024-11-28T20:00:00.000","2024-11-27T23:00:00.000","449599","462442.8125","493594.75","471643.25","438549.00703125","486336.61796875","437138.91953125","550050.58046875","449176.9578125","494109.5421875"
"237","1","2024-11-28T21:00:00.000","2024-11-27T23:00:00.000","441221","461189","498580.625","475191.125","434531.7546875","487846.2453125","445039.61875","552121.63125","455056.31484375","495325.93515625"
"238","1","2024-11-28T22:00:00.000","2024-11-27T23:00:00.000","436499","463801.59375","505325.75","480305.3125","449251.884375","478351.303125","454127.4140625","556524.0859375","463100.40859375","497510.21640625"
"239","1","2024-11-28T23:00:00.000","2024-11-27T23:00:00.000","435231","472351.59375","512591.5625","485925.4375","461024.47421875","483678.71328125","460633.17421875","564549.95078125","469991.08671875","501859.78828125"
"240","1","2024-11-29T00:00:00.000","2024-11-27T23:00:00.000","434944","480517.1875","518641.09375","489290.90625","471962.31171875","489072.06328125","467677.9109375","569604.2765625","476170.60625","502411.20625"
"241","1","2024-11-29T01:00:00.000","2024-11-27T23:00:00.000","434876","482086.59375","521936.75","488966.1875","475397.39296875","488775.79453125","475912.4421875","567961.0578125","481566.79453125","496365.58046875"
"242","1","2024-11-29T02:00:00.000","2024-11-27T23:00:00.000","434605","480175.1875","520996.59375","483655.75","473436.35703125","486914.01796875","480545.6296875","561447.5578125","479605.43515625","487706.06484375"
"243","1","2024-11-29T03:00:00.000","2024-11-27T23:00:00.000","432335","472697.59375","515243.4375","473235.0625","464251.94921875","481143.23828125","479769.26796875","550717.60703125","467269.253125","479200.871875"
"244","1","2024-11-29T04:00:00.000","2024-11-27T23:00:00.000","426643","458380.59375","505120.25","459040.3125","446197.50625","470563.68125","474438.80703125","535801.69296875","445810.12265625","472270.50234375"
"245","1","2024-11-29T05:00:00.000","2024-11-27T23:00:00.000","418229","440972.8125","492241.65625","443238.40625","432400.23203125","449545.39296875","461795.82109375","522687.49140625","423738.69140625","462738.12109375"
"246","1","2024-11-29T06:00:00.000","2024-11-27T23:00:00.000","410522","425625.1875","478932.84375","427966.40625","424023.77578125","427226.59921875","445630.7265625","512234.9609375","403621.5859375","452311.2265625"
"247","1","2024-11-29T07:00:00.000","2024-11-27T23:00:00.000","403518","411966.1875","467665.59375","415111.40625","408964.896875","414967.478125","433674.89921875","501656.28828125","390196.7328125","440026.0796875"
"248","1","2024-11-29T08:00:00.000","2024-11-27T23:00:00.000","399188","404282","460384.96875","406595.6875","395420.60703125","413143.39296875","422713.42265625","498056.51484375","381551.3078125","431640.0671875"
"249","1","2024-11-29T09:00:00.000","2024-11-27T23:00:00.000","399247","403780.8125","458257.90625","403923.53125","387766.89296875","419794.73203125","424536.27890625","491979.53359375","379550.28203125","428296.78046875"
"250","1","2024-11-29T10:00:00.000","2024-11-27T23:00:00.000","402475","406632.40625","461279.5625","407437.28125","378310.41796875","434954.39453125","434219.69140625","488339.43359375","384175.44296875","430699.11953125"
"251","1","2024-11-29T11:00:00.000","2024-11-27T23:00:00.000","409116","418049.8125","468383.75","415971.75","371487.19375","464612.43125","436116.88359375","500650.61640625","397089.4046875","434854.0953125"
"252","1","2024-11-29T12:00:00.000","2024-11-27T23:00:00.000","422985","442784.40625","478026.71875","427245","388354.90234375","497213.91015625","430668.85703125","525384.58046875","418304.41796875","436185.58203125"
"253","1","2024-11-29T13:00:00.000","2024-11-27T23:00:00.000","438592","468612.1875","488230.8125","438779.21875","424415.65","512808.725","423011.8359375","553449.7890625","429164.41484375","448394.02265625"
"254","1","2024-11-29T14:00:00.000","2024-11-27T23:00:00.000","450150","482431.1875","497369.9375","448820.1875","436864.6140625","527997.7609375","423991.26015625","570748.61484375","432456.65859375","465183.71640625"
"255","1","2024-11-29T15:00:00.000","2024-11-27T23:00:00.000","456160","490396.1875","504373.90625","456557.625","441556.95859375","539235.41640625","427758.590625","580989.221875","438283.95703125","474831.29296875"
"256","1","2024-11-29T16:00:00.000","2024-11-27T23:00:00.000","457365","489703.40625","509035.5","461764.03125","440541.63046875","538865.18203125","431562.93203125","586508.06796875","444088.290625","479439.771875"
"257","1","2024-11-29T17:00:00.000","2024-11-27T23:00:00.000","456971","485912.1875","511887.84375","464737.0625","439296.178125","532528.196875","435642.1125","588133.575","449222.9359375","480251.1890625"
"258","1","2024-11-29T18:00:00.000","2024-11-27T23:00:00.000","456379","480428.59375","514035.1875","466397.0625","436667.2140625","524189.9734375","439798.9796875","588271.3953125","449272.2734375","483521.8515625"
"259","1","2024-11-29T19:00:00.000","2024-11-27T23:00:00.000","452928","473576.40625","516719.09375","468001.5","428637.02578125","518515.78671875","446871.55390625","586566.63359375","445374.80703125","490628.19296875"
"260","1","2024-11-29T20:00:00.000","2024-11-27T23:00:00.000","451205","470129.40625","520875.15625","470560.375","429420.3859375","510838.4265625","455556.4984375","586193.8140625","443878.43203125","497242.31796875"
"261","1","2024-11-29T21:00:00.000","2024-11-27T23:00:00.000","451115","467903.40625","526798.9375","474509.0625","429422.675","506384.1375","466219.2734375","587378.6015625","442446.0375","506572.0875"
"262","1","2024-11-29T22:00:00.000","2024-11-27T23:00:00.000","456587","470988.1875","533966.125","479387.90625","435912.53125","506063.84375","476318.29921875","591613.95078125","444881.15078125","513894.66171875"
"263","1","2024-11-29T23:00:00.000","2024-11-27T23:00:00.000","469545","484117","541161.25","484146.53125","446848.5","521385.5","480625.9296875","601696.5703125","454724.44296875","513568.61953125"
"264","1","2024-11-30T00:00:00.000","2024-11-27T23:00:00.000","480808","494816.8125","546769","485936.96875","452079.68046875","537553.94453125","483829.96328125","609708.03671875","460874.27109375","510999.66640625"
"265","1","2024-11-30T01:00:00.000","2024-11-27T23:00:00.000","486748","496423.59375","549289.5","483658.1875","451602.25078125","541244.93671875","488469.6609375","610109.3390625","461169.7984375","506146.5765625"
"266","1","2024-11-30T02:00:00.000","2024-11-27T23:00:00.000","487454","496425.1875","547652.8125","476753.40625","454310.64453125","538539.73046875","489478.4","605827.225","458659.68671875","494847.12578125"
"267","1","2024-11-30T03:00:00.000","2024-11-27T23:00:00.000","484544","485401.40625","541658.5625","465601.65625","445026.20703125","525776.60546875","485402.7828125","597914.3421875","455168.05078125","476035.26171875"
"268","1","2024-11-30T04:00:00.000","2024-11-27T23:00:00.000","476603","470002.40625","531918","451334.09375","433053.68671875","506951.12578125","479209.071875","584626.928125","440928.3453125","461739.8421875"
"269","1","2024-11-30T05:00:00.000","2024-11-27T23:00:00.000","466690","452550.40625","519919.625","435584.03125","421811.32421875","483289.48828125","470165.48203125","569673.76796875","421315.11796875","449852.94453125"
"270","1","2024-11-30T06:00:00.000","2024-11-27T23:00:00.000","456687","436664.8125","507696.71875","420325.5","409780.3515625","463549.2734375","458594.43515625","556799.00234375","404190.34453125","436460.65546875"
"271","1","2024-11-30T07:00:00.000","2024-11-27T23:00:00.000","448501","425992.40625","497300.4375","407710.65625","397760.4296875","454224.3828125","449050.059375","545550.815625","389930.30234375","425491.01015625"
"272","1","2024-11-30T08:00:00.000","2024-11-27T23:00:00.000","442480","418570.1875","490379.28125","399669.40625","391347.44375","445792.93125","441661.46875","539097.09375","381642.7265625","417696.0859375"
"273","1","2024-11-30T09:00:00.000","2024-11-27T23:00:00.000","440763","415586.8125","487863.65625","397290.75","387142.03203125","444031.59296875","438130.55546875","537596.75703125","379407.5","415174"
"274","1","2024-11-30T10:00:00.000","2024-11-27T23:00:00.000","441493","416807.59375","489786.09375","400440.96875","384151.74921875","449463.43828125","438718.82890625","540853.35859375","383040.7609375","417841.1765625"
"275","1","2024-11-30T11:00:00.000","2024-11-27T23:00:00.000","446649","420823.8125","495338.875","407925.3125","378499.88125","463147.74375","439942.13359375","550735.61640625","393015.26640625","422835.35859375"
"276","1","2024-11-30T12:00:00.000","2024-11-27T23:00:00.000","457837","440185.59375","503159.3125","417950.125","382430.3171875","497940.8703125","433285.565625","573033.059375","412531.3140625","423368.9359375"
"277","1","2024-11-30T13:00:00.000","2024-11-27T23:00:00.000","471539","467058.1875","511689.4375","428592.84375","398137.58671875","535978.78828125","426181.5265625","597197.3484375","418594.89609375","438590.79140625"
"278","1","2024-11-30T14:00:00.000","2024-11-27T23:00:00.000","479865","480635.8125","519608.65625","438264.375","414126.44921875","547145.17578125","425822.3453125","613394.9671875","422892.70859375","453636.04140625"
"279","1","2024-11-30T15:00:00.000","2024-11-27T23:00:00.000","481330","483063","526111.1875","446028.15625","417991.034375","548134.965625","430117.18671875","622105.18828125","430458.42578125","461597.88671875"
"280","1","2024-11-30T16:00:00.000","2024-11-27T23:00:00.000","478641","482371.59375","531078.6875","451665.8125","421421.6078125","543321.5796875","434222.778125","627934.5968749999","436691.41640625","466640.20859375"
"281","1","2024-11-30T17:00:00.000","2024-11-27T23:00:00.000","473542","476061.59375","534987.375","455555.46875","419816.54453125","532306.64296875","437802.09140625","632172.65859375","437814.79375","473296.14375"
"282","1","2024-11-30T18:00:00.000","2024-11-27T23:00:00.000","466473","471097","538704.25","458438.40625","420737.98671875","521456.01328125","442839.4359375","634569.0640625","439490.67421875","477386.13828125"
"283","1","2024-11-30T19:00:00.000","2024-11-27T23:00:00.000","460592","463956.59375","543102.1875","461193.84375","423348.65546875","504564.53203125","448857.68046875","637346.6945312499","442025.99296875","480361.69453125"
