index,respondent,respondent_type,time,start,end,start_act,end_act,start_match,end_match,n_obs,na,imputed,na_status,type,update,success,comments
1,US48,Demand,2024-12-09 14:42:40.192951,2019-01-01,2024-12-01,2019-01-01,2024-12-01,True,True,51888,0,0,imputed,backfill,True,True,Initial data backfill
