index,respondent,type,value,value-units,y
2020-01-16 13:00:00,US48,D,441514,megawatthours,441514.0
2020-01-16 14:00:00,US48,D,456704,megawatthours,456704.0
2020-01-16 15:00:00,US48,D,464364,megawatthours,464364.0
2020-01-16 16:00:00,US48,D,467059,megawatthours,467059.0
2020-01-16 17:00:00,US48,D,466046,megawatthours,466046.0
2020-01-16 18:00:00,US48,D,464039,megawatthours,464039.0
2020-01-16 19:00:00,US48,D,462854,megawatthours,462854.0
2020-01-16 20:00:00,US48,D,462136,megawatthours,462136.0
2020-01-16 21:00:00,US48,D,461328,megawatthours,461328.0
2020-01-16 22:00:00,US48,D,465379,megawatthours,465379.0
2020-01-16 23:00:00,US48,D,476958,megawatthours,476958.0
2020-01-17 00:00:00,US48,D,492056,megawatthours,492056.0
2020-01-17 01:00:00,US48,D,497634,megawatthours,497634.0
2020-01-17 02:00:00,US48,D,496854,megawatthours,496854.0
2020-01-17 03:00:00,US48,D,486557,megawatthours,486557.0
2020-01-17 04:00:00,US48,D,468543,megawatthours,468543.0
2020-01-17 05:00:00,US48,D,448818,megawatthours,448818.0
2020-01-17 06:00:00,US48,D,431176,megawatthours,431176.0
2020-01-17 07:00:00,US48,D,418596,megawatthours,418596.0
2020-01-17 08:00:00,US48,D,410752,megawatthours,410752.0
2020-01-17 09:00:00,US48,D,408481,megawatthours,408481.0
2020-01-17 10:00:00,US48,D,411317,megawatthours,411317.0
2020-01-17 11:00:00,US48,D,423559,megawatthours,423559.0
2020-01-17 12:00:00,US48,D,451627,megawatthours,451627.0
2020-01-17 13:00:00,US48,D,479135,megawatthours,479135.0
2020-01-17 14:00:00,US48,D,491398,megawatthours,491398.0
2020-01-17 15:00:00,US48,D,495632,megawatthours,495632.0
2020-01-17 16:00:00,US48,D,495912,megawatthours,495912.0
2020-01-17 17:00:00,US48,D,490367,megawatthours,490367.0
2020-01-17 18:00:00,US48,D,483338,megawatthours,483338.0
2020-01-17 19:00:00,US48,D,476452,megawatthours,476452.0
2020-01-17 20:00:00,US48,D,471695,megawatthours,471695.0
2020-01-17 21:00:00,US48,D,468696,megawatthours,468696.0
2020-01-17 22:00:00,US48,D,471525,megawatthours,471525.0
2020-01-17 23:00:00,US48,D,481661,megawatthours,481661.0
2020-01-18 00:00:00,US48,D,492239,megawatthours,492239.0
2020-01-18 01:00:00,US48,D,494120,megawatthours,494120.0
2020-01-18 02:00:00,US48,D,490562,megawatthours,490562.0
2020-01-18 03:00:00,US48,D,479948,megawatthours,479948.0
2020-01-18 04:00:00,US48,D,463762,megawatthours,463762.0
2020-01-18 05:00:00,US48,D,445590,megawatthours,445590.0
2020-01-18 06:00:00,US48,D,429535,megawatthours,429535.0
2020-01-18 07:00:00,US48,D,415294,megawatthours,415294.0
2020-01-18 08:00:00,US48,D,406418,megawatthours,406418.0
2020-01-18 09:00:00,US48,D,399062,megawatthours,399062.0
2020-01-18 10:00:00,US48,D,397079,megawatthours,397079.0
2020-01-18 11:00:00,US48,D,399736,megawatthours,399736.0
2020-01-18 12:00:00,US48,D,407966,megawatthours,407966.0
2020-01-18 13:00:00,US48,D,422493,megawatthours,422493.0
2020-01-18 14:00:00,US48,D,438310,megawatthours,438310.0
2020-01-18 15:00:00,US48,D,451701,megawatthours,451701.0
2020-01-18 16:00:00,US48,D,460159,megawatthours,460159.0
2020-01-18 17:00:00,US48,D,462044,megawatthours,462044.0
2020-01-18 18:00:00,US48,D,459411,megawatthours,459411.0
2020-01-18 19:00:00,US48,D,454388,megawatthours,454388.0
2020-01-18 20:00:00,US48,D,448560,megawatthours,448560.0
2020-01-18 21:00:00,US48,D,444750,megawatthours,444750.0
2020-01-18 22:00:00,US48,D,445322,megawatthours,445322.0
2020-01-18 23:00:00,US48,D,452558,megawatthours,452558.0
2020-01-19 00:00:00,US48,D,461907,megawatthours,461907.0
2020-01-19 01:00:00,US48,D,465171,megawatthours,465171.0
2020-01-19 02:00:00,US48,D,463309,megawatthours,463309.0
2020-01-19 03:00:00,US48,D,454346,megawatthours,454346.0
2020-01-19 04:00:00,US48,D,442743,megawatthours,442743.0
2020-01-19 05:00:00,US48,D,429338,megawatthours,429338.0
2020-01-19 06:00:00,US48,D,414822,megawatthours,414822.0
2020-01-19 07:00:00,US48,D,405181,megawatthours,405181.0
2020-01-19 08:00:00,US48,D,398314,megawatthours,398314.0
2020-01-19 09:00:00,US48,D,394430,megawatthours,394430.0
2020-01-19 10:00:00,US48,D,394823,megawatthours,394823.0
2020-01-19 11:00:00,US48,D,397438,megawatthours,397438.0
2020-01-19 12:00:00,US48,D,406894,megawatthours,406894.0
2020-01-19 13:00:00,US48,D,420609,megawatthours,420609.0
2020-01-19 14:00:00,US48,D,437558,megawatthours,437558.0
2020-01-19 15:00:00,US48,D,450059,megawatthours,450059.0
2020-01-19 16:00:00,US48,D,452504,megawatthours,452504.0
2020-01-19 17:00:00,US48,D,449598,megawatthours,449598.0
2020-01-19 18:00:00,US48,D,445245,megawatthours,445245.0
2020-01-19 19:00:00,US48,D,440270,megawatthours,440270.0
2020-01-19 20:00:00,US48,D,436247,megawatthours,436247.0
2020-01-19 21:00:00,US48,D,434654,megawatthours,434654.0
2020-01-19 22:00:00,US48,D,440064,megawatthours,440064.0
2020-01-19 23:00:00,US48,D,455552,megawatthours,455552.0
2020-01-20 00:00:00,US48,D,475489,megawatthours,475489.0
2020-01-20 01:00:00,US48,D,486244,megawatthours,486244.0
2020-01-20 02:00:00,US48,D,489722,megawatthours,489722.0
2020-01-20 03:00:00,US48,D,483856,megawatthours,483856.0
2020-01-20 04:00:00,US48,D,473501,megawatthours,473501.0
2020-01-20 05:00:00,US48,D,458763,megawatthours,458763.0
2020-01-20 06:00:00,US48,D,447845,megawatthours,447845.0
2020-01-20 07:00:00,US48,D,440901,megawatthours,440901.0
2020-01-20 08:00:00,US48,D,436401,megawatthours,436401.0
2020-01-20 09:00:00,US48,D,435675,megawatthours,435675.0
2020-01-20 10:00:00,US48,D,440617,megawatthours,440617.0
2020-01-20 11:00:00,US48,D,454172,megawatthours,454172.0
2020-01-20 12:00:00,US48,D,478485,megawatthours,478485.0
2020-01-20 13:00:00,US48,D,504634,megawatthours,504634.0
2020-01-20 14:00:00,US48,D,521378,megawatthours,521378.0
2020-01-20 15:00:00,US48,D,527269,megawatthours,527269.0
2020-01-20 16:00:00,US48,D,523791,megawatthours,523791.0
2020-01-20 17:00:00,US48,D,516426,megawatthours,516426.0
2020-01-20 18:00:00,US48,D,506415,megawatthours,506415.0
2020-01-20 19:00:00,US48,D,497664,megawatthours,497664.0
2020-01-20 20:00:00,US48,D,490636,megawatthours,490636.0
2020-01-20 21:00:00,US48,D,487186,megawatthours,487186.0
2020-01-20 22:00:00,US48,D,491234,megawatthours,491234.0
2020-01-20 23:00:00,US48,D,506413,megawatthours,506413.0
2020-01-21 00:00:00,US48,D,525684,megawatthours,525684.0
2020-01-21 01:00:00,US48,D,536539,megawatthours,536539.0
2020-01-21 02:00:00,US48,D,536961,megawatthours,536961.0
2020-01-21 03:00:00,US48,D,527465,megawatthours,527465.0
2020-01-21 04:00:00,US48,D,509631,megawatthours,509631.0
2020-01-21 05:00:00,US48,D,490110,megawatthours,490110.0
2020-01-21 06:00:00,US48,D,475704,megawatthours,475704.0
2020-01-21 07:00:00,US48,D,465751,megawatthours,465751.0
2020-01-21 08:00:00,US48,D,461040,megawatthours,461040.0
2020-01-21 09:00:00,US48,D,460042,megawatthours,460042.0
2020-01-21 10:00:00,US48,D,464838,megawatthours,464838.0
2020-01-21 11:00:00,US48,D,481111,megawatthours,481111.0
2020-01-21 12:00:00,US48,D,514500,megawatthours,514500.0
2020-01-21 13:00:00,US48,D,543429,megawatthours,543429.0
2020-01-21 14:00:00,US48,D,551805,megawatthours,551805.0
2020-01-21 15:00:00,US48,D,546604,megawatthours,546604.0
2020-01-21 16:00:00,US48,D,536063,megawatthours,536063.0
2020-01-21 17:00:00,US48,D,521992,megawatthours,521992.0
2020-01-21 18:00:00,US48,D,508179,megawatthours,508179.0
2020-01-21 19:00:00,US48,D,496419,megawatthours,496419.0
2020-01-21 20:00:00,US48,D,489233,megawatthours,489233.0
2020-01-21 21:00:00,US48,D,485980,megawatthours,485980.0
2020-01-21 22:00:00,US48,D,490351,megawatthours,490351.0
2020-01-21 23:00:00,US48,D,507938,megawatthours,507938.0
2020-01-22 00:00:00,US48,D,530705,megawatthours,530705.0
2020-01-22 01:00:00,US48,D,542872,megawatthours,542872.0
2020-01-22 02:00:00,US48,D,544644,megawatthours,544644.0
2020-01-22 03:00:00,US48,D,535993,megawatthours,535993.0
2020-01-22 04:00:00,US48,D,517472,megawatthours,517472.0
2020-01-22 05:00:00,US48,D,498421,megawatthours,498421.0
2020-01-22 06:00:00,US48,D,482771,megawatthours,482771.0
2020-01-22 07:00:00,US48,D,471603,megawatthours,471603.0
2020-01-22 08:00:00,US48,D,467340,megawatthours,467340.0
2020-01-22 09:00:00,US48,D,466218,megawatthours,466218.0
2020-01-22 10:00:00,US48,D,471042,megawatthours,471042.0
2020-01-22 11:00:00,US48,D,487820,megawatthours,487820.0
2020-01-22 12:00:00,US48,D,519839,megawatthours,519839.0
2020-01-22 13:00:00,US48,D,546898,megawatthours,546898.0
2020-01-22 14:00:00,US48,D,551893,megawatthours,551893.0
2020-01-22 15:00:00,US48,D,543509,megawatthours,543509.0
2020-01-22 16:00:00,US48,D,531366,megawatthours,531366.0
2020-01-22 17:00:00,US48,D,515617,megawatthours,515617.0
2020-01-22 18:00:00,US48,D,502151,megawatthours,502151.0
2020-01-22 19:00:00,US48,D,490777,megawatthours,490777.0
2020-01-22 20:00:00,US48,D,483470,megawatthours,483470.0
2020-01-22 21:00:00,US48,D,479232,megawatthours,479232.0
2020-01-22 22:00:00,US48,D,483159,megawatthours,483159.0
2020-01-22 23:00:00,US48,D,498652,megawatthours,498652.0
2020-01-23 00:00:00,US48,D,516084,megawatthours,516084.0
2020-01-23 01:00:00,US48,D,522283,megawatthours,522283.0
2020-01-23 02:00:00,US48,D,521877,megawatthours,521877.0
2020-01-23 03:00:00,US48,D,510134,megawatthours,510134.0
2020-01-23 04:00:00,US48,D,487910,megawatthours,487910.0
2020-01-23 05:00:00,US48,D,466981,megawatthours,466981.0
2020-01-23 06:00:00,US48,D,448745,megawatthours,448745.0
2020-01-23 07:00:00,US48,D,437255,megawatthours,437255.0
2020-01-23 08:00:00,US48,D,429055,megawatthours,429055.0
2020-01-23 09:00:00,US48,D,426314,megawatthours,426314.0
2020-01-23 10:00:00,US48,D,428972,megawatthours,428972.0
2020-01-23 11:00:00,US48,D,443411,megawatthours,443411.0
2020-01-23 12:00:00,US48,D,473385,megawatthours,473385.0
2020-01-23 13:00:00,US48,D,499461,megawatthours,499461.0
2020-01-23 14:00:00,US48,D,506798,megawatthours,506798.0
2020-01-23 15:00:00,US48,D,503963,megawatthours,503963.0
2020-01-23 16:00:00,US48,D,497194,megawatthours,497194.0
2020-01-23 17:00:00,US48,D,487194,megawatthours,487194.0
2020-01-23 18:00:00,US48,D,476717,megawatthours,476717.0
2020-01-23 19:00:00,US48,D,467993,megawatthours,467993.0
2020-01-23 20:00:00,US48,D,464378,megawatthours,464378.0
2020-01-23 21:00:00,US48,D,459665,megawatthours,459665.0
2020-01-23 22:00:00,US48,D,463884,megawatthours,463884.0
2020-01-23 23:00:00,US48,D,474639,megawatthours,474639.0
2020-01-24 00:00:00,US48,D,487203,megawatthours,487203.0
2020-01-24 01:00:00,US48,D,493329,megawatthours,493329.0
2020-01-24 02:00:00,US48,D,491247,megawatthours,491247.0
2020-01-24 03:00:00,US48,D,480180,megawatthours,480180.0
2020-01-24 04:00:00,US48,D,461221,megawatthours,461221.0
2020-01-24 05:00:00,US48,D,440392,megawatthours,440392.0
2020-01-24 06:00:00,US48,D,422163,megawatthours,422163.0
2020-01-24 07:00:00,US48,D,410022,megawatthours,410022.0
2020-01-24 08:00:00,US48,D,403324,megawatthours,403324.0
2020-01-24 09:00:00,US48,D,400871,megawatthours,400871.0
2020-01-24 10:00:00,US48,D,403554,megawatthours,403554.0
2020-01-24 11:00:00,US48,D,413714,megawatthours,413714.0
2020-01-24 12:00:00,US48,D,442745,megawatthours,442745.0
2020-01-24 13:00:00,US48,D,469549,megawatthours,469549.0
2020-01-24 14:00:00,US48,D,480323,megawatthours,480323.0
2020-01-24 15:00:00,US48,D,481275,megawatthours,481275.0
2020-01-24 16:00:00,US48,D,476884,megawatthours,476884.0
2020-01-24 17:00:00,US48,D,468182,megawatthours,468182.0
2020-01-24 18:00:00,US48,D,458822,megawatthours,458822.0
2020-01-24 19:00:00,US48,D,451444,megawatthours,451444.0
2020-01-24 20:00:00,US48,D,446214,megawatthours,446214.0
2020-01-24 21:00:00,US48,D,443031,megawatthours,443031.0
2020-01-24 22:00:00,US48,D,444018,megawatthours,444018.0
2020-01-24 23:00:00,US48,D,450657,megawatthours,450657.0
2020-01-25 00:00:00,US48,D,459212,megawatthours,459212.0
2020-01-25 01:00:00,US48,D,463310,megawatthours,463310.0
2020-01-25 02:00:00,US48,D,461504,megawatthours,461504.0
2020-01-25 03:00:00,US48,D,452890,megawatthours,452890.0
2020-01-25 04:00:00,US48,D,439304,megawatthours,439304.0
2020-01-25 05:00:00,US48,D,423820,megawatthours,423820.0
2020-01-25 06:00:00,US48,D,408442,megawatthours,408442.0
2020-01-25 07:00:00,US48,D,397147,megawatthours,397147.0
2020-01-25 08:00:00,US48,D,390240,megawatthours,390240.0
2020-01-25 09:00:00,US48,D,386714,megawatthours,386714.0
2020-01-25 10:00:00,US48,D,386061,megawatthours,386061.0
2020-01-25 11:00:00,US48,D,391561,megawatthours,391561.0
2020-01-25 12:00:00,US48,D,403891,megawatthours,403891.0
2020-01-25 13:00:00,US48,D,419023,megawatthours,419023.0
2020-01-25 14:00:00,US48,D,435936,megawatthours,435936.0
2020-01-25 15:00:00,US48,D,447364,megawatthours,447364.0
2020-01-25 16:00:00,US48,D,449743,megawatthours,449743.0
2020-01-25 17:00:00,US48,D,445456,megawatthours,445456.0
2020-01-25 18:00:00,US48,D,437485,megawatthours,437485.0
2020-01-25 19:00:00,US48,D,430545,megawatthours,430545.0
2020-01-25 20:00:00,US48,D,423061,megawatthours,423061.0
2020-01-25 21:00:00,US48,D,418770,megawatthours,418770.0
2020-01-25 22:00:00,US48,D,419498,megawatthours,419498.0
2020-01-25 23:00:00,US48,D,427453,megawatthours,427453.0
2020-01-26 00:00:00,US48,D,440775,megawatthours,440775.0
2020-01-26 01:00:00,US48,D,446857,megawatthours,446857.0
2020-01-26 02:00:00,US48,D,447210,megawatthours,447210.0
2020-01-26 03:00:00,US48,D,440770,megawatthours,440770.0
2020-01-26 04:00:00,US48,D,429121,megawatthours,429121.0
2020-01-26 05:00:00,US48,D,415364,megawatthours,415364.0
2020-01-26 06:00:00,US48,D,403086,megawatthours,403086.0
2020-01-26 07:00:00,US48,D,393296,megawatthours,393296.0
2020-01-26 08:00:00,US48,D,387329,megawatthours,387329.0
2020-01-26 09:00:00,US48,D,384386,megawatthours,384386.0
2020-01-26 10:00:00,US48,D,384798,megawatthours,384798.0
2020-01-26 11:00:00,US48,D,388778,megawatthours,388778.0
2020-01-26 12:00:00,US48,D,398408,megawatthours,398408.0
2020-01-26 13:00:00,US48,D,412034,megawatthours,412034.0
2020-01-26 14:00:00,US48,D,425024,megawatthours,425024.0
2020-01-26 15:00:00,US48,D,429379,megawatthours,429379.0
2020-01-26 16:00:00,US48,D,426516,megawatthours,426516.0
2020-01-26 17:00:00,US48,D,422195,megawatthours,422195.0
2020-01-26 18:00:00,US48,D,418422,megawatthours,418422.0
2020-01-26 19:00:00,US48,D,414713,megawatthours,414713.0
2020-01-26 20:00:00,US48,D,412361,megawatthours,412361.0
2020-01-26 21:00:00,US48,D,411389,megawatthours,411389.0
2020-01-26 22:00:00,US48,D,415936,megawatthours,415936.0
2020-01-26 23:00:00,US48,D,428692,megawatthours,428692.0
2020-01-27 00:00:00,US48,D,443660,megawatthours,443660.0
2020-01-27 01:00:00,US48,D,454340,megawatthours,454340.0
2020-01-27 02:00:00,US48,D,454735,megawatthours,454735.0
2020-01-27 03:00:00,US48,D,445963,megawatthours,445963.0
2020-01-27 04:00:00,US48,D,430335,megawatthours,430335.0
2020-01-27 05:00:00,US48,D,414611,megawatthours,414611.0
2020-01-27 06:00:00,US48,D,400146,megawatthours,400146.0
2020-01-27 07:00:00,US48,D,389924,megawatthours,389924.0
2020-01-27 08:00:00,US48,D,384093,megawatthours,384093.0
2020-01-27 09:00:00,US48,D,382343,megawatthours,382343.0
2020-01-27 10:00:00,US48,D,384943,megawatthours,384943.0
2020-01-27 11:00:00,US48,D,401704,megawatthours,401704.0
2020-01-27 12:00:00,US48,D,433289,megawatthours,433289.0
2020-01-27 13:00:00,US48,D,462661,megawatthours,462661.0
2020-01-27 14:00:00,US48,D,474941,megawatthours,474941.0
2020-01-27 15:00:00,US48,D,477308,megawatthours,477308.0
2020-01-27 16:00:00,US48,D,474193,megawatthours,474193.0
2020-01-27 17:00:00,US48,D,467104,megawatthours,467104.0
2020-01-27 18:00:00,US48,D,459461,megawatthours,459461.0
2020-01-27 19:00:00,US48,D,454331,megawatthours,454331.0
2020-01-27 20:00:00,US48,D,449752,megawatthours,449752.0
2020-01-27 21:00:00,US48,D,447419,megawatthours,447419.0
2020-01-27 22:00:00,US48,D,449465,megawatthours,449465.0
2020-01-27 23:00:00,US48,D,459715,megawatthours,459715.0
2020-01-28 00:00:00,US48,D,472316,megawatthours,472316.0
2020-01-28 01:00:00,US48,D,482585,megawatthours,482585.0
2020-01-28 02:00:00,US48,D,482239,megawatthours,482239.0
2020-01-28 03:00:00,US48,D,471589,megawatthours,471589.0
2020-01-28 04:00:00,US48,D,452787,megawatthours,452787.0
2020-01-28 05:00:00,US48,D,433211,megawatthours,433211.0
2020-01-28 06:00:00,US48,D,416551,megawatthours,416551.0
2020-01-28 07:00:00,US48,D,405060,megawatthours,405060.0
2020-01-28 08:00:00,US48,D,399040,megawatthours,399040.0
2020-01-28 09:00:00,US48,D,398244,megawatthours,398244.0
2020-01-28 10:00:00,US48,D,402020,megawatthours,402020.0
2020-01-28 11:00:00,US48,D,415293,megawatthours,415293.0
2020-01-28 12:00:00,US48,D,446282,megawatthours,446282.0
2020-01-28 13:00:00,US48,D,475450,megawatthours,475450.0
2020-01-28 14:00:00,US48,D,485913,megawatthours,485913.0
2020-01-28 15:00:00,US48,D,484820,megawatthours,484820.0
2020-01-28 16:00:00,US48,D,480036,megawatthours,480036.0
2020-01-28 17:00:00,US48,D,473451,megawatthours,473451.0
2020-01-28 18:00:00,US48,D,466394,megawatthours,466394.0
2020-01-28 19:00:00,US48,D,460516,megawatthours,460516.0
2020-01-28 20:00:00,US48,D,456123,megawatthours,456123.0
2020-01-28 21:00:00,US48,D,454630,megawatthours,454630.0
2020-01-28 22:00:00,US48,D,455918,megawatthours,455918.0
2020-01-28 23:00:00,US48,D,465653,megawatthours,465653.0
2020-01-29 00:00:00,US48,D,479722,megawatthours,479722.0
2020-01-29 01:00:00,US48,D,490083,megawatthours,490083.0
2020-01-29 02:00:00,US48,D,490777,megawatthours,490777.0
2020-01-29 03:00:00,US48,D,481350,megawatthours,481350.0
2020-01-29 04:00:00,US48,D,462824,megawatthours,462824.0
2020-01-29 05:00:00,US48,D,442496,megawatthours,442496.0
2020-01-29 06:00:00,US48,D,428072,megawatthours,428072.0
2020-01-29 07:00:00,US48,D,417384,megawatthours,417384.0
2020-01-29 08:00:00,US48,D,411193,megawatthours,411193.0
2020-01-29 09:00:00,US48,D,409733,megawatthours,409733.0
2020-01-29 10:00:00,US48,D,413054,megawatthours,413054.0
2020-01-29 11:00:00,US48,D,425911,megawatthours,425911.0
2020-01-29 12:00:00,US48,D,457976,megawatthours,457976.0
2020-01-29 13:00:00,US48,D,485687,megawatthours,485687.0
2020-01-29 14:00:00,US48,D,495253,megawatthours,495253.0
2020-01-29 15:00:00,US48,D,494106,megawatthours,494106.0
2020-01-29 16:00:00,US48,D,487935,megawatthours,487935.0
2020-01-29 17:00:00,US48,D,479147,megawatthours,479147.0
2020-01-29 18:00:00,US48,D,470001,megawatthours,470001.0
2020-01-29 19:00:00,US48,D,463043,megawatthours,463043.0
2020-01-29 20:00:00,US48,D,458862,megawatthours,458862.0
2020-01-29 21:00:00,US48,D,457996,megawatthours,457996.0
2020-01-29 22:00:00,US48,D,463273,megawatthours,463273.0
2020-01-29 23:00:00,US48,D,476122,megawatthours,476122.0
2020-01-30 00:00:00,US48,D,492346,megawatthours,492346.0
2020-01-30 01:00:00,US48,D,499933,megawatthours,499933.0
2020-01-30 02:00:00,US48,D,499505,megawatthours,499505.0
2020-01-30 03:00:00,US48,D,489212,megawatthours,489212.0
2020-01-30 04:00:00,US48,D,470127,megawatthours,470127.0
2020-01-30 05:00:00,US48,D,450628,megawatthours,450628.0
2020-01-30 06:00:00,US48,D,434085,megawatthours,434085.0
2020-01-30 07:00:00,US48,D,421058,megawatthours,421058.0
2020-01-30 08:00:00,US48,D,414919,megawatthours,414919.0
2020-01-30 09:00:00,US48,D,413446,megawatthours,413446.0
2020-01-30 10:00:00,US48,D,416682,megawatthours,416682.0
2020-01-30 11:00:00,US48,D,430249,megawatthours,430249.0
2020-01-30 12:00:00,US48,D,461257,megawatthours,461257.0
2020-01-30 13:00:00,US48,D,489092,megawatthours,489092.0
2020-01-30 14:00:00,US48,D,498021,megawatthours,498021.0
2020-01-30 15:00:00,US48,D,496283,megawatthours,496283.0
2020-01-30 16:00:00,US48,D,490082,megawatthours,490082.0
2020-01-30 17:00:00,US48,D,480282,megawatthours,480282.0
2020-01-30 18:00:00,US48,D,470163,megawatthours,470163.0
2020-01-30 19:00:00,US48,D,461384,megawatthours,461384.0
2020-01-30 20:00:00,US48,D,455821,megawatthours,455821.0
2020-01-30 21:00:00,US48,D,454068,megawatthours,454068.0
2020-01-30 22:00:00,US48,D,457522,megawatthours,457522.0
2020-01-30 23:00:00,US48,D,469218,megawatthours,469218.0
2020-01-31 00:00:00,US48,D,485305,megawatthours,485305.0
2020-01-31 01:00:00,US48,D,494241,megawatthours,494241.0
2020-01-31 02:00:00,US48,D,494590,megawatthours,494590.0
2020-01-31 03:00:00,US48,D,484436,megawatthours,484436.0
2020-01-31 04:00:00,US48,D,465381,megawatthours,465381.0
2020-01-31 05:00:00,US48,D,445138,megawatthours,445138.0
2020-01-31 06:00:00,US48,D,427548,megawatthours,427548.0
2020-01-31 07:00:00,US48,D,415104,megawatthours,415104.0
2020-01-31 08:00:00,US48,D,407363,megawatthours,407363.0
2020-01-31 09:00:00,US48,D,404841,megawatthours,404841.0
2020-01-31 10:00:00,US48,D,407195,megawatthours,407195.0
2020-01-31 11:00:00,US48,D,418881,megawatthours,418881.0
2020-01-31 12:00:00,US48,D,448770,megawatthours,448770.0
2020-01-31 13:00:00,US48,D,475212,megawatthours,475212.0
2020-01-31 14:00:00,US48,D,485667,megawatthours,485667.0
2020-01-31 15:00:00,US48,D,487630,megawatthours,487630.0
2020-01-31 16:00:00,US48,D,484101,megawatthours,484101.0
2020-01-31 17:00:00,US48,D,476938,megawatthours,476938.0
2020-01-31 18:00:00,US48,D,467805,megawatthours,467805.0
2020-01-31 19:00:00,US48,D,459679,megawatthours,459679.0
2020-01-31 20:00:00,US48,D,454164,megawatthours,454164.0
2020-01-31 21:00:00,US48,D,450760,megawatthours,450760.0
2020-01-31 22:00:00,US48,D,452347,megawatthours,452347.0
2020-01-31 23:00:00,US48,D,460274,megawatthours,460274.0
2020-02-01 00:00:00,US48,D,469347,megawatthours,469347.0
2020-02-01 01:00:00,US48,D,473086,megawatthours,473086.0
2020-02-01 02:00:00,US48,D,471000,megawatthours,471000.0
2020-02-01 03:00:00,US48,D,462211,megawatthours,462211.0
2020-02-01 04:00:00,US48,D,447448,megawatthours,447448.0
2020-02-01 05:00:00,US48,D,430551,megawatthours,430551.0
2020-02-01 06:00:00,US48,D,414820,megawatthours,414820.0
2020-02-01 07:00:00,US48,D,403007,megawatthours,403007.0
2020-02-01 08:00:00,US48,D,396843,megawatthours,396843.0
2020-02-01 09:00:00,US48,D,394501,megawatthours,394501.0
2020-02-01 10:00:00,US48,D,394192,megawatthours,394192.0
2020-02-01 11:00:00,US48,D,397094,megawatthours,397094.0
2020-02-01 12:00:00,US48,D,407381,megawatthours,407381.0
2020-02-01 13:00:00,US48,D,422981,megawatthours,422981.0
2020-02-01 14:00:00,US48,D,439264,megawatthours,439264.0
2020-02-01 15:00:00,US48,D,449452,megawatthours,449452.0
2020-02-01 16:00:00,US48,D,449457,megawatthours,449457.0
2020-02-01 17:00:00,US48,D,443375,megawatthours,443375.0
2020-02-01 18:00:00,US48,D,433996,megawatthours,433996.0
2020-02-01 19:00:00,US48,D,424442,megawatthours,424442.0
2020-02-01 20:00:00,US48,D,416921,megawatthours,416921.0
2020-02-01 21:00:00,US48,D,414146,megawatthours,414146.0
2020-02-01 22:00:00,US48,D,414601,megawatthours,414601.0
2020-02-01 23:00:00,US48,D,422681,megawatthours,422681.0
2020-02-02 00:00:00,US48,D,435331,megawatthours,435331.0
2020-02-02 01:00:00,US48,D,443493,megawatthours,443493.0
2020-02-02 02:00:00,US48,D,445351,megawatthours,445351.0
2020-02-02 03:00:00,US48,D,440401,megawatthours,440401.0
2020-02-02 04:00:00,US48,D,430398,megawatthours,430398.0
2020-02-02 05:00:00,US48,D,417708,megawatthours,417708.0
2020-02-02 06:00:00,US48,D,404366,megawatthours,404366.0
2020-02-02 07:00:00,US48,D,394191,megawatthours,394191.0
2020-02-02 08:00:00,US48,D,388157,megawatthours,388157.0
2020-02-02 09:00:00,US48,D,385715,megawatthours,385715.0
2020-02-02 10:00:00,US48,D,387531,megawatthours,387531.0
2020-02-02 11:00:00,US48,D,390914,megawatthours,390914.0
2020-02-02 12:00:00,US48,D,401174,megawatthours,401174.0
2020-02-02 13:00:00,US48,D,415766,megawatthours,415766.0
2020-02-02 14:00:00,US48,D,427598,megawatthours,427598.0
2020-02-02 15:00:00,US48,D,429740,megawatthours,429740.0
2020-02-02 16:00:00,US48,D,423198,megawatthours,423198.0
2020-02-02 17:00:00,US48,D,414897,megawatthours,414897.0
2020-02-02 18:00:00,US48,D,407173,megawatthours,407173.0
2020-02-02 19:00:00,US48,D,400705,megawatthours,400705.0
2020-02-02 20:00:00,US48,D,395419,megawatthours,395419.0
2020-02-02 21:00:00,US48,D,394233,megawatthours,394233.0
2020-02-02 22:00:00,US48,D,397738,megawatthours,397738.0
2020-02-02 23:00:00,US48,D,407832,megawatthours,407832.0
2020-02-03 00:00:00,US48,D,418045,megawatthours,418045.0
2020-02-03 01:00:00,US48,D,419859,megawatthours,419859.0
2020-02-03 02:00:00,US48,D,420366,megawatthours,420366.0
2020-02-03 03:00:00,US48,D,416396,megawatthours,416396.0
2020-02-03 04:00:00,US48,D,408849,megawatthours,408849.0
2020-02-03 05:00:00,US48,D,398962,megawatthours,398962.0
2020-02-03 06:00:00,US48,D,382939,megawatthours,382939.0
2020-02-03 07:00:00,US48,D,371808,megawatthours,371808.0
2020-02-03 08:00:00,US48,D,366829,megawatthours,366829.0
2020-02-03 09:00:00,US48,D,366830,megawatthours,366830.0
2020-02-03 10:00:00,US48,D,372531,megawatthours,372531.0
2020-02-03 11:00:00,US48,D,389006,megawatthours,389006.0
2020-02-03 12:00:00,US48,D,421626,megawatthours,421626.0
2020-02-03 13:00:00,US48,D,452200,megawatthours,452200.0
2020-02-03 14:00:00,US48,D,461225,megawatthours,461225.0
2020-02-03 15:00:00,US48,D,457269,megawatthours,457269.0
2020-02-03 16:00:00,US48,D,449911,megawatthours,449911.0
2020-02-03 17:00:00,US48,D,439892,megawatthours,439892.0
