index,respondent,type,value,value-units,y
2022-10-28 00:00:00,US48,D,448129,megawatthours,448129.0
2022-10-28 01:00:00,US48,D,446208,megawatthours,446208.0
2022-10-28 02:00:00,US48,D,438895,megawatthours,438895.0
2022-10-28 03:00:00,US48,D,424856,megawatthours,424856.0
2022-10-28 04:00:00,US48,D,404852,megawatthours,404852.0
2022-10-28 05:00:00,US48,D,385899,megawatthours,385899.0
2022-10-28 06:00:00,US48,D,374325,megawatthours,374325.0
2022-10-28 07:00:00,US48,D,365182,megawatthours,365182.0
2022-10-28 08:00:00,US48,D,359890,megawatthours,359890.0
2022-10-28 09:00:00,US48,D,360386,megawatthours,360386.0
2022-10-28 10:00:00,US48,D,369291,megawatthours,369291.0
2022-10-28 11:00:00,US48,D,391355,megawatthours,391355.0
2022-10-28 12:00:00,US48,D,415323,megawatthours,415323.0
2022-10-28 13:00:00,US48,D,427523,megawatthours,427523.0
2022-10-28 14:00:00,US48,D,432255,megawatthours,432255.0
2022-10-28 15:00:00,US48,D,433730,megawatthours,433730.0
2022-10-28 16:00:00,US48,D,432523,megawatthours,432523.0
2022-10-28 17:00:00,US48,D,429595,megawatthours,429595.0
2022-10-28 18:00:00,US48,D,428142,megawatthours,428142.0
2022-10-28 19:00:00,US48,D,426826,megawatthours,426826.0
2022-10-28 20:00:00,US48,D,426011,megawatthours,426011.0
2022-10-28 21:00:00,US48,D,427138,megawatthours,427138.0
2022-10-28 22:00:00,US48,D,429284,megawatthours,429284.0
2022-10-28 23:00:00,US48,D,431434,megawatthours,431434.0
2022-10-29 00:00:00,US48,D,434636,megawatthours,434636.0
2022-10-29 01:00:00,US48,D,430996,megawatthours,430996.0
2022-10-29 02:00:00,US48,D,423589,megawatthours,423589.0
2022-10-29 03:00:00,US48,D,411749,megawatthours,411749.0
2022-10-29 04:00:00,US48,D,395852,megawatthours,395852.0
2022-10-29 05:00:00,US48,D,380060,megawatthours,380060.0
2022-10-29 06:00:00,US48,D,366472,megawatthours,366472.0
2022-10-29 07:00:00,US48,D,357307,megawatthours,357307.0
2022-10-29 08:00:00,US48,D,351714,megawatthours,351714.0
2022-10-29 09:00:00,US48,D,350379,megawatthours,350379.0
2022-10-29 10:00:00,US48,D,352983,megawatthours,352983.0
2022-10-29 11:00:00,US48,D,360253,megawatthours,360253.0
2022-10-29 12:00:00,US48,D,372049,megawatthours,372049.0
2022-10-29 13:00:00,US48,D,384527,megawatthours,384527.0
2022-10-29 14:00:00,US48,D,393201,megawatthours,393201.0
2022-10-29 15:00:00,US48,D,397814,megawatthours,397814.0
2022-10-29 16:00:00,US48,D,398394,megawatthours,398394.0
2022-10-29 17:00:00,US48,D,398164,megawatthours,398164.0
2022-10-29 18:00:00,US48,D,396636,megawatthours,396636.0
2022-10-29 19:00:00,US48,D,395449,megawatthours,395449.0
2022-10-29 20:00:00,US48,D,395117,megawatthours,395117.0
2022-10-29 21:00:00,US48,D,396523,megawatthours,396523.0
2022-10-29 22:00:00,US48,D,399747,megawatthours,399747.0
2022-10-29 23:00:00,US48,D,404031,megawatthours,404031.0
2022-10-30 00:00:00,US48,D,409422,megawatthours,409422.0
2022-10-30 01:00:00,US48,D,408071,megawatthours,408071.0
2022-10-30 02:00:00,US48,D,402228,megawatthours,402228.0
2022-10-30 03:00:00,US48,D,393228,megawatthours,393228.0
2022-10-30 04:00:00,US48,D,379418,megawatthours,379418.0
2022-10-30 05:00:00,US48,D,366556,megawatthours,366556.0
2022-10-30 06:00:00,US48,D,355632,megawatthours,355632.0
2022-10-30 07:00:00,US48,D,347919,megawatthours,347919.0
2022-10-30 08:00:00,US48,D,342478,megawatthours,342478.0
2022-10-30 09:00:00,US48,D,340630,megawatthours,340630.0
2022-10-30 10:00:00,US48,D,342005,megawatthours,342005.0
2022-10-30 11:00:00,US48,D,347091,megawatthours,347091.0
2022-10-30 12:00:00,US48,D,354733,megawatthours,354733.0
2022-10-30 13:00:00,US48,D,365417,megawatthours,365417.0
2022-10-30 14:00:00,US48,D,375617,megawatthours,375617.0
2022-10-30 15:00:00,US48,D,383067,megawatthours,383067.0
2022-10-30 16:00:00,US48,D,386603,megawatthours,386603.0
2022-10-30 17:00:00,US48,D,388816,megawatthours,388816.0
2022-10-30 18:00:00,US48,D,392240,megawatthours,392240.0
2022-10-30 19:00:00,US48,D,394329,megawatthours,394329.0
2022-10-30 20:00:00,US48,D,397056,megawatthours,397056.0
2022-10-30 21:00:00,US48,D,401565,megawatthours,401565.0
2022-10-30 22:00:00,US48,D,408688,megawatthours,408688.0
2022-10-30 23:00:00,US48,D,417325,megawatthours,417325.0
2022-10-31 00:00:00,US48,D,424400,megawatthours,424400.0
2022-10-31 01:00:00,US48,D,424033,megawatthours,424033.0
2022-10-31 02:00:00,US48,D,415453,megawatthours,415453.0
2022-10-31 03:00:00,US48,D,401046,megawatthours,401046.0
2022-10-31 04:00:00,US48,D,383975,megawatthours,383975.0
2022-10-31 05:00:00,US48,D,365902,megawatthours,365902.0
2022-10-31 06:00:00,US48,D,355099,megawatthours,355099.0
2022-10-31 07:00:00,US48,D,346206,megawatthours,346206.0
2022-10-31 08:00:00,US48,D,342742,megawatthours,342742.0
2022-10-31 09:00:00,US48,D,344363,megawatthours,344363.0
2022-10-31 10:00:00,US48,D,353300,megawatthours,353300.0
2022-10-31 11:00:00,US48,D,375443,megawatthours,375443.0
2022-10-31 12:00:00,US48,D,401408,megawatthours,401408.0
2022-10-31 13:00:00,US48,D,414623,megawatthours,414623.0
2022-10-31 14:00:00,US48,D,422516,megawatthours,422516.0
2022-10-31 15:00:00,US48,D,429777,megawatthours,429777.0
2022-10-31 16:00:00,US48,D,433507,megawatthours,433507.0
2022-10-31 17:00:00,US48,D,435891,megawatthours,435891.0
2022-10-31 18:00:00,US48,D,439105,megawatthours,439105.0
2022-10-31 19:00:00,US48,D,441930,megawatthours,441930.0
2022-10-31 20:00:00,US48,D,444409,megawatthours,444409.0
2022-10-31 21:00:00,US48,D,447134,megawatthours,447134.0
2022-10-31 22:00:00,US48,D,448460,megawatthours,448460.0
2022-10-31 23:00:00,US48,D,445749,megawatthours,445749.0
2022-11-01 00:00:00,US48,D,442510,megawatthours,442510.0
2022-11-01 01:00:00,US48,D,438653,megawatthours,438653.0
2022-11-01 02:00:00,US48,D,430524,megawatthours,430524.0
2022-11-01 03:00:00,US48,D,416795,megawatthours,416795.0
2022-11-01 04:00:00,US48,D,396360,megawatthours,396360.0
2022-11-01 05:00:00,US48,D,377690,megawatthours,377690.0
2022-11-01 06:00:00,US48,D,366965,megawatthours,366965.0
2022-11-01 07:00:00,US48,D,357546,megawatthours,357546.0
2022-11-01 08:00:00,US48,D,352441,megawatthours,352441.0
2022-11-01 09:00:00,US48,D,352157,megawatthours,352157.0
2022-11-01 10:00:00,US48,D,360052,megawatthours,360052.0
2022-11-01 11:00:00,US48,D,379187,megawatthours,379187.0
2022-11-01 12:00:00,US48,D,404395,megawatthours,404395.0
2022-11-01 13:00:00,US48,D,418154,megawatthours,418154.0
2022-11-01 14:00:00,US48,D,426717,megawatthours,426717.0
2022-11-01 15:00:00,US48,D,432230,megawatthours,432230.0
2022-11-01 16:00:00,US48,D,435623,megawatthours,435623.0
2022-11-01 17:00:00,US48,D,438169,megawatthours,438169.0
2022-11-01 18:00:00,US48,D,441962,megawatthours,441962.0
2022-11-01 19:00:00,US48,D,444815,megawatthours,444815.0
2022-11-01 20:00:00,US48,D,447422,megawatthours,447422.0
2022-11-01 21:00:00,US48,D,449589,megawatthours,449589.0
2022-11-01 22:00:00,US48,D,453203,megawatthours,453203.0
2022-11-01 23:00:00,US48,D,455587,megawatthours,455587.0
2022-11-02 00:00:00,US48,D,458830,megawatthours,458830.0
2022-11-02 01:00:00,US48,D,454094,megawatthours,454094.0
2022-11-02 02:00:00,US48,D,442455,megawatthours,442455.0
2022-11-02 03:00:00,US48,D,424774,megawatthours,424774.0
2022-11-02 04:00:00,US48,D,405252,megawatthours,405252.0
2022-11-02 05:00:00,US48,D,385633,megawatthours,385633.0
2022-11-02 06:00:00,US48,D,371380,megawatthours,371380.0
2022-11-02 07:00:00,US48,D,360838,megawatthours,360838.0
2022-11-02 08:00:00,US48,D,355070,megawatthours,355070.0
2022-11-02 09:00:00,US48,D,355452,megawatthours,355452.0
2022-11-02 10:00:00,US48,D,363626,megawatthours,363626.0
2022-11-02 11:00:00,US48,D,383448,megawatthours,383448.0
2022-11-02 12:00:00,US48,D,406804,megawatthours,406804.0
2022-11-02 13:00:00,US48,D,419738,megawatthours,419738.0
2022-11-02 14:00:00,US48,D,425175,megawatthours,425175.0
2022-11-02 15:00:00,US48,D,430067,megawatthours,430067.0
2022-11-02 16:00:00,US48,D,433702,megawatthours,433702.0
2022-11-02 17:00:00,US48,D,437536,megawatthours,437536.0
2022-11-02 18:00:00,US48,D,441702,megawatthours,441702.0
2022-11-02 19:00:00,US48,D,445234,megawatthours,445234.0
2022-11-02 20:00:00,US48,D,447912,megawatthours,447912.0
2022-11-02 21:00:00,US48,D,450772,megawatthours,450772.0
2022-11-02 22:00:00,US48,D,453943,megawatthours,453943.0
2022-11-02 23:00:00,US48,D,456696,megawatthours,456696.0
2022-11-03 00:00:00,US48,D,459309,megawatthours,459309.0
2022-11-03 01:00:00,US48,D,455844,megawatthours,455844.0
2022-11-03 02:00:00,US48,D,445283,megawatthours,445283.0
2022-11-03 03:00:00,US48,D,432287,megawatthours,432287.0
2022-11-03 04:00:00,US48,D,421688,megawatthours,421688.0
2022-11-03 05:00:00,US48,D,389010,megawatthours,389010.0
2022-11-03 06:00:00,US48,D,374916,megawatthours,374916.0
2022-11-03 07:00:00,US48,D,364400,megawatthours,364400.0
2022-11-03 08:00:00,US48,D,358239,megawatthours,358239.0
2022-11-03 09:00:00,US48,D,358459,megawatthours,358459.0
2022-11-03 10:00:00,US48,D,366437,megawatthours,366437.0
2022-11-03 11:00:00,US48,D,388796,megawatthours,388796.0
2022-11-03 12:00:00,US48,D,413912,megawatthours,413912.0
2022-11-03 13:00:00,US48,D,426952,megawatthours,426952.0
2022-11-03 14:00:00,US48,D,432111,megawatthours,432111.0
2022-11-03 15:00:00,US48,D,436606,megawatthours,436606.0
2022-11-03 16:00:00,US48,D,440859,megawatthours,440859.0
2022-11-03 17:00:00,US48,D,444617,megawatthours,444617.0
2022-11-03 18:00:00,US48,D,448308,megawatthours,448308.0
2022-11-03 19:00:00,US48,D,450753,megawatthours,450753.0
2022-11-03 20:00:00,US48,D,453134,megawatthours,453134.0
2022-11-03 21:00:00,US48,D,457662,megawatthours,457662.0
2022-11-03 22:00:00,US48,D,459704,megawatthours,459704.0
2022-11-03 23:00:00,US48,D,460934,megawatthours,460934.0
2022-11-04 00:00:00,US48,D,463143,megawatthours,463143.0
2022-11-04 01:00:00,US48,D,459864,megawatthours,459864.0
2022-11-04 02:00:00,US48,D,450895,megawatthours,450895.0
2022-11-04 03:00:00,US48,D,434078,megawatthours,434078.0
2022-11-04 04:00:00,US48,D,413049,megawatthours,413049.0
2022-11-04 05:00:00,US48,D,393262,megawatthours,393262.0
2022-11-04 06:00:00,US48,D,377371,megawatthours,377371.0
2022-11-04 07:00:00,US48,D,366623,megawatthours,366623.0
2022-11-04 08:00:00,US48,D,359757,megawatthours,359757.0
2022-11-04 09:00:00,US48,D,359684,megawatthours,359684.0
2022-11-04 10:00:00,US48,D,367668,megawatthours,367668.0
2022-11-04 11:00:00,US48,D,388205,megawatthours,388205.0
2022-11-04 12:00:00,US48,D,412093,megawatthours,412093.0
2022-11-04 13:00:00,US48,D,425136,megawatthours,425136.0
2022-11-04 14:00:00,US48,D,432365,megawatthours,432365.0
2022-11-04 15:00:00,US48,D,440677,megawatthours,440677.0
2022-11-04 16:00:00,US48,D,445917,megawatthours,445917.0
2022-11-04 17:00:00,US48,D,449198,megawatthours,449198.0
2022-11-04 18:00:00,US48,D,452463,megawatthours,452463.0
2022-11-04 19:00:00,US48,D,453328,megawatthours,453328.0
2022-11-04 20:00:00,US48,D,453888,megawatthours,453888.0
2022-11-04 21:00:00,US48,D,455373,megawatthours,455373.0
2022-11-04 22:00:00,US48,D,455308,megawatthours,455308.0
2022-11-04 23:00:00,US48,D,453562,megawatthours,453562.0
2022-11-05 00:00:00,US48,D,452081,megawatthours,452081.0
2022-11-05 01:00:00,US48,D,446034,megawatthours,446034.0
2022-11-05 02:00:00,US48,D,435059,megawatthours,435059.0
2022-11-05 03:00:00,US48,D,422168,megawatthours,422168.0
2022-11-05 04:00:00,US48,D,404664,megawatthours,404664.0
2022-11-05 05:00:00,US48,D,386498,megawatthours,386498.0
2022-11-05 06:00:00,US48,D,371083,megawatthours,371083.0
2022-11-05 07:00:00,US48,D,359103,megawatthours,359103.0
2022-11-05 08:00:00,US48,D,350777,megawatthours,350777.0
2022-11-05 09:00:00,US48,D,347752,megawatthours,347752.0
2022-11-05 10:00:00,US48,D,349416,megawatthours,349416.0
2022-11-05 11:00:00,US48,D,355445,megawatthours,355445.0
2022-11-05 12:00:00,US48,D,363958,megawatthours,363958.0
2022-11-05 13:00:00,US48,D,376490,megawatthours,376490.0
2022-11-05 14:00:00,US48,D,390512,megawatthours,390512.0
2022-11-05 15:00:00,US48,D,402397,megawatthours,402397.0
2022-11-05 16:00:00,US48,D,410036,megawatthours,410036.0
2022-11-05 17:00:00,US48,D,413344,megawatthours,413344.0
2022-11-05 18:00:00,US48,D,414398,megawatthours,414398.0
2022-11-05 19:00:00,US48,D,413545,megawatthours,413545.0
2022-11-05 20:00:00,US48,D,413289,megawatthours,413289.0
2022-11-05 21:00:00,US48,D,414812,megawatthours,414812.0
2022-11-05 22:00:00,US48,D,417330,megawatthours,417330.0
2022-11-05 23:00:00,US48,D,420896,megawatthours,420896.0
2022-11-06 00:00:00,US48,D,424035,megawatthours,424035.0
2022-11-06 01:00:00,US48,D,422734,megawatthours,422734.0
2022-11-06 02:00:00,US48,D,415368,megawatthours,415368.0
2022-11-06 03:00:00,US48,D,403774,megawatthours,403774.0
2022-11-06 04:00:00,US48,D,389292,megawatthours,389292.0
2022-11-06 05:00:00,US48,D,374169,megawatthours,374169.0
2022-11-06 06:00:00,US48,D,358070,megawatthours,358070.0
2022-11-06 07:00:00,US48,D,349409,megawatthours,349409.0
2022-11-06 08:00:00,US48,D,342071,megawatthours,342071.0
2022-11-06 09:00:00,US48,D,339156,megawatthours,339156.0
2022-11-06 10:00:00,US48,D,337991,megawatthours,337991.0
2022-11-06 11:00:00,US48,D,342181,megawatthours,342181.0
2022-11-06 12:00:00,US48,D,350165,megawatthours,350165.0
2022-11-06 13:00:00,US48,D,364705,megawatthours,364705.0
2022-11-06 14:00:00,US48,D,381752,megawatthours,381752.0
2022-11-06 15:00:00,US48,D,395393,megawatthours,395393.0
2022-11-06 16:00:00,US48,D,405710,megawatthours,405710.0
2022-11-06 17:00:00,US48,D,415152,megawatthours,415152.0
2022-11-06 18:00:00,US48,D,421792,megawatthours,421792.0
2022-11-06 19:00:00,US48,D,425980,megawatthours,425980.0
2022-11-06 20:00:00,US48,D,429851,megawatthours,429851.0
2022-11-06 21:00:00,US48,D,434021,megawatthours,434021.0
2022-11-06 22:00:00,US48,D,439852,megawatthours,439852.0
2022-11-06 23:00:00,US48,D,446150,megawatthours,446150.0
2022-11-07 00:00:00,US48,D,448191,megawatthours,448191.0
2022-11-07 01:00:00,US48,D,444726,megawatthours,444726.0
2022-11-07 02:00:00,US48,D,436576,megawatthours,436576.0
2022-11-07 03:00:00,US48,D,423847,megawatthours,423847.0
2022-11-07 04:00:00,US48,D,406536,megawatthours,406536.0
2022-11-07 05:00:00,US48,D,386508,megawatthours,386508.0
2022-11-07 06:00:00,US48,D,377823,megawatthours,377823.0
2022-11-07 07:00:00,US48,D,365509,megawatthours,365509.0
2022-11-07 08:00:00,US48,D,357581,megawatthours,357581.0
2022-11-07 09:00:00,US48,D,353770,megawatthours,353770.0
2022-11-07 10:00:00,US48,D,355847,megawatthours,355847.0
2022-11-07 11:00:00,US48,D,366883,megawatthours,366883.0
2022-11-07 12:00:00,US48,D,388968,megawatthours,388968.0
2022-11-07 13:00:00,US48,D,411666,megawatthours,411666.0
2022-11-07 14:00:00,US48,D,427601,megawatthours,427601.0
2022-11-07 15:00:00,US48,D,438619,megawatthours,438619.0
2022-11-07 16:00:00,US48,D,448513,megawatthours,448513.0
2022-11-07 17:00:00,US48,D,456784,megawatthours,456784.0
2022-11-07 18:00:00,US48,D,463892,megawatthours,463892.0
2022-11-07 19:00:00,US48,D,470353,megawatthours,470353.0
2022-11-07 20:00:00,US48,D,474030,megawatthours,474030.0
2022-11-07 21:00:00,US48,D,476549,megawatthours,476549.0
2022-11-07 22:00:00,US48,D,477407,megawatthours,477407.0
2022-11-07 23:00:00,US48,D,480485,megawatthours,480485.0
2022-11-08 00:00:00,US48,D,483755,megawatthours,483755.0
2022-11-08 01:00:00,US48,D,478722,megawatthours,478722.0
2022-11-08 02:00:00,US48,D,468336,megawatthours,468336.0
2022-11-08 03:00:00,US48,D,452694,megawatthours,452694.0
2022-11-08 04:00:00,US48,D,433202,megawatthours,433202.0
2022-11-08 05:00:00,US48,D,410427,megawatthours,410427.0
2022-11-08 06:00:00,US48,D,392154,megawatthours,392154.0
2022-11-08 07:00:00,US48,D,378312,megawatthours,378312.0
2022-11-08 08:00:00,US48,D,368319,megawatthours,368319.0
2022-11-08 09:00:00,US48,D,362126,megawatthours,362126.0
2022-11-08 10:00:00,US48,D,363089,megawatthours,363089.0
2022-11-08 11:00:00,US48,D,371527,megawatthours,371527.0
2022-11-08 12:00:00,US48,D,390908,megawatthours,390908.0
2022-11-08 13:00:00,US48,D,411859,megawatthours,411859.0
2022-11-08 14:00:00,US48,D,423620,megawatthours,423620.0
2022-11-08 15:00:00,US48,D,432909,megawatthours,432909.0
2022-11-08 16:00:00,US48,D,440160,megawatthours,440160.0
2022-11-08 17:00:00,US48,D,446924,megawatthours,446924.0
2022-11-08 18:00:00,US48,D,452016,megawatthours,452016.0
2022-11-08 19:00:00,US48,D,456140,megawatthours,456140.0
2022-11-08 20:00:00,US48,D,460235,megawatthours,460235.0
2022-11-08 21:00:00,US48,D,462224,megawatthours,462224.0
2022-11-08 22:00:00,US48,D,465575,megawatthours,465575.0
2022-11-08 23:00:00,US48,D,470624,megawatthours,470624.0
2022-11-09 00:00:00,US48,D,475927,megawatthours,475927.0
2022-11-09 01:00:00,US48,D,473027,megawatthours,473027.0
2022-11-09 02:00:00,US48,D,464967,megawatthours,464967.0
2022-11-09 03:00:00,US48,D,451527,megawatthours,451527.0
2022-11-09 04:00:00,US48,D,432904,megawatthours,432904.0
2022-11-09 05:00:00,US48,D,413449,megawatthours,413449.0
2022-11-09 06:00:00,US48,D,396412,megawatthours,396412.0
2022-11-09 07:00:00,US48,D,383292,megawatthours,383292.0
2022-11-09 08:00:00,US48,D,373533,megawatthours,373533.0
2022-11-09 09:00:00,US48,D,368886,megawatthours,368886.0
2022-11-09 10:00:00,US48,D,368200,megawatthours,368200.0
2022-11-09 11:00:00,US48,D,378911,megawatthours,378911.0
2022-11-09 12:00:00,US48,D,402880,megawatthours,402880.0
2022-11-09 13:00:00,US48,D,423823,megawatthours,423823.0
2022-11-09 14:00:00,US48,D,432277,megawatthours,432277.0
2022-11-09 15:00:00,US48,D,436592,megawatthours,436592.0
2022-11-09 16:00:00,US48,D,439819,megawatthours,439819.0
2022-11-09 17:00:00,US48,D,442454,megawatthours,442454.0
2022-11-09 18:00:00,US48,D,443276,megawatthours,443276.0
2022-11-09 19:00:00,US48,D,444286,megawatthours,444286.0
2022-11-09 20:00:00,US48,D,446176,megawatthours,446176.0
2022-11-09 21:00:00,US48,D,448399,megawatthours,448399.0
2022-11-09 22:00:00,US48,D,452060,megawatthours,452060.0
2022-11-09 23:00:00,US48,D,460136,megawatthours,460136.0
2022-11-10 00:00:00,US48,D,466397,megawatthours,466397.0
2022-11-10 01:00:00,US48,D,465727,megawatthours,465727.0
2022-11-10 02:00:00,US48,D,458510,megawatthours,458510.0
2022-11-10 03:00:00,US48,D,446388,megawatthours,446388.0
2022-11-10 04:00:00,US48,D,429190,megawatthours,429190.0
2022-11-10 05:00:00,US48,D,410274,megawatthours,410274.0
2022-11-10 06:00:00,US48,D,392282,megawatthours,392282.0
2022-11-10 07:00:00,US48,D,379881,megawatthours,379881.0
2022-11-10 08:00:00,US48,D,371231,megawatthours,371231.0
2022-11-10 09:00:00,US48,D,366325,megawatthours,366325.0
2022-11-10 10:00:00,US48,D,366850,megawatthours,366850.0
2022-11-10 11:00:00,US48,D,373890,megawatthours,373890.0
2022-11-10 12:00:00,US48,D,395406,megawatthours,395406.0
2022-11-10 13:00:00,US48,D,415764,megawatthours,415764.0
2022-11-10 14:00:00,US48,D,425936,megawatthours,425936.0
2022-11-10 15:00:00,US48,D,431882,megawatthours,431882.0
2022-11-10 16:00:00,US48,D,437455,megawatthours,437455.0
2022-11-10 17:00:00,US48,D,440051,megawatthours,440051.0
2022-11-10 18:00:00,US48,D,439820,megawatthours,439820.0
2022-11-10 19:00:00,US48,D,442341,megawatthours,442341.0
2022-11-10 20:00:00,US48,D,441842,megawatthours,441842.0
2022-11-10 21:00:00,US48,D,443315,megawatthours,443315.0
2022-11-10 22:00:00,US48,D,446162,megawatthours,446162.0
2022-11-10 23:00:00,US48,D,452958,megawatthours,452958.0
2022-11-11 00:00:00,US48,D,457212,megawatthours,457212.0
2022-11-11 01:00:00,US48,D,456490,megawatthours,456490.0
2022-11-11 02:00:00,US48,D,450874,megawatthours,450874.0
2022-11-11 03:00:00,US48,D,439358,megawatthours,439358.0
2022-11-11 04:00:00,US48,D,424041,megawatthours,424041.0
2022-11-11 05:00:00,US48,D,405958,megawatthours,405958.0
2022-11-11 06:00:00,US48,D,389192,megawatthours,389192.0
2022-11-11 07:00:00,US48,D,376215,megawatthours,376215.0
2022-11-11 08:00:00,US48,D,367441,megawatthours,367441.0
2022-11-11 09:00:00,US48,D,362917,megawatthours,362917.0
2022-11-11 10:00:00,US48,D,362954,megawatthours,362954.0
2022-11-11 11:00:00,US48,D,369857,megawatthours,369857.0
2022-11-11 12:00:00,US48,D,386895,megawatthours,386895.0
2022-11-11 13:00:00,US48,D,408016,megawatthours,408016.0
2022-11-11 14:00:00,US48,D,425860,megawatthours,425860.0
2022-11-11 15:00:00,US48,D,440578,megawatthours,440578.0
2022-11-11 16:00:00,US48,D,451096,megawatthours,451096.0
2022-11-11 17:00:00,US48,D,456769,megawatthours,456769.0
2022-11-11 18:00:00,US48,D,458199,megawatthours,458199.0
2022-11-11 19:00:00,US48,D,456879,megawatthours,456879.0
2022-11-11 20:00:00,US48,D,454887,megawatthours,454887.0
2022-11-11 21:00:00,US48,D,452292,megawatthours,452292.0
2022-11-11 22:00:00,US48,D,451976,megawatthours,451976.0
2022-11-11 23:00:00,US48,D,456403,megawatthours,456403.0
2022-11-12 00:00:00,US48,D,458842,megawatthours,458842.0
2022-11-12 01:00:00,US48,D,455111,megawatthours,455111.0
2022-11-12 02:00:00,US48,D,448035,megawatthours,448035.0
2022-11-12 03:00:00,US48,D,438165,megawatthours,438165.0
2022-11-12 04:00:00,US48,D,423575,megawatthours,423575.0
2022-11-12 05:00:00,US48,D,407733,megawatthours,407733.0
2022-11-12 06:00:00,US48,D,391946,megawatthours,391946.0
2022-11-12 07:00:00,US48,D,380523,megawatthours,380523.0
2022-11-12 08:00:00,US48,D,371648,megawatthours,371648.0
2022-11-12 09:00:00,US48,D,368426,megawatthours,368426.0
2022-11-12 10:00:00,US48,D,367114,megawatthours,367114.0
2022-11-12 11:00:00,US48,D,370072,megawatthours,370072.0
2022-11-12 12:00:00,US48,D,377962,megawatthours,377962.0
2022-11-12 13:00:00,US48,D,390450,megawatthours,390450.0
2022-11-12 14:00:00,US48,D,407667,megawatthours,407667.0
2022-11-12 15:00:00,US48,D,422692,megawatthours,422692.0
2022-11-12 16:00:00,US48,D,431735,megawatthours,431735.0
2022-11-12 17:00:00,US48,D,433738,megawatthours,433738.0
2022-11-12 18:00:00,US48,D,432831,megawatthours,432831.0
2022-11-12 19:00:00,US48,D,429371,megawatthours,429371.0
2022-11-12 20:00:00,US48,D,425596,megawatthours,425596.0
2022-11-12 21:00:00,US48,D,424167,megawatthours,424167.0
2022-11-12 22:00:00,US48,D,426580,megawatthours,426580.0
2022-11-12 23:00:00,US48,D,434299,megawatthours,434299.0
2022-11-13 00:00:00,US48,D,441559,megawatthours,441559.0
2022-11-13 01:00:00,US48,D,443879,megawatthours,443879.0
2022-11-13 02:00:00,US48,D,441392,megawatthours,441392.0
2022-11-13 03:00:00,US48,D,434728,megawatthours,434728.0
2022-11-13 04:00:00,US48,D,424344,megawatthours,424344.0
2022-11-13 05:00:00,US48,D,412652,megawatthours,412652.0
2022-11-13 06:00:00,US48,D,400551,megawatthours,400551.0
2022-11-13 07:00:00,US48,D,391704,megawatthours,391704.0
2022-11-13 08:00:00,US48,D,386640,megawatthours,386640.0
2022-11-13 09:00:00,US48,D,383907,megawatthours,383907.0
2022-11-13 10:00:00,US48,D,383295,megawatthours,383295.0
2022-11-13 11:00:00,US48,D,385696,megawatthours,385696.0
2022-11-13 12:00:00,US48,D,392629,megawatthours,392629.0
2022-11-13 13:00:00,US48,D,405338,megawatthours,405338.0
2022-11-13 14:00:00,US48,D,421601,megawatthours,421601.0
2022-11-13 15:00:00,US48,D,431709,megawatthours,431709.0
2022-11-13 16:00:00,US48,D,433755,megawatthours,433755.0
2022-11-13 17:00:00,US48,D,431803,megawatthours,431803.0
2022-11-13 18:00:00,US48,D,430254,megawatthours,430254.0
2022-11-13 19:00:00,US48,D,426322,megawatthours,426322.0
2022-11-13 20:00:00,US48,D,423143,megawatthours,423143.0
2022-11-13 21:00:00,US48,D,421360,megawatthours,421360.0
2022-11-13 22:00:00,US48,D,426059,megawatthours,426059.0
2022-11-13 23:00:00,US48,D,442564,megawatthours,442564.0
2022-11-14 00:00:00,US48,D,458010,megawatthours,458010.0
2022-11-14 01:00:00,US48,D,464294,megawatthours,464294.0
2022-11-14 02:00:00,US48,D,465169,megawatthours,465169.0
2022-11-14 03:00:00,US48,D,458144,megawatthours,458144.0
2022-11-14 04:00:00,US48,D,445321,megawatthours,445321.0
2022-11-14 05:00:00,US48,D,431529,megawatthours,431529.0
2022-11-14 06:00:00,US48,D,420080,megawatthours,420080.0
2022-11-14 07:00:00,US48,D,413483,megawatthours,413483.0
2022-11-14 08:00:00,US48,D,408813,megawatthours,408813.0
2022-11-14 09:00:00,US48,D,406731,megawatthours,406731.0
2022-11-14 10:00:00,US48,D,409515,megawatthours,409515.0
2022-11-14 11:00:00,US48,D,424603,megawatthours,424603.0
2022-11-14 12:00:00,US48,D,453854,megawatthours,453854.0
2022-11-14 13:00:00,US48,D,479164,megawatthours,479164.0
2022-11-14 14:00:00,US48,D,486772,megawatthours,486772.0
2022-11-14 15:00:00,US48,D,486105,megawatthours,486105.0
2022-11-14 16:00:00,US48,D,483185,megawatthours,483185.0
2022-11-14 17:00:00,US48,D,477828,megawatthours,477828.0
2022-11-14 18:00:00,US48,D,472994,megawatthours,472994.0
2022-11-14 19:00:00,US48,D,468234,megawatthours,468234.0
2022-11-14 20:00:00,US48,D,465061,megawatthours,465061.0
2022-11-14 21:00:00,US48,D,463475,megawatthours,463475.0
2022-11-14 22:00:00,US48,D,467407,megawatthours,467407.0
2022-11-14 23:00:00,US48,D,482210,megawatthours,482210.0
2022-11-15 00:00:00,US48,D,495402,megawatthours,495402.0
2022-11-15 01:00:00,US48,D,498169,megawatthours,498169.0
2022-11-15 02:00:00,US48,D,493910,megawatthours,493910.0
2022-11-15 03:00:00,US48,D,482880,megawatthours,482880.0
2022-11-15 04:00:00,US48,D,465371,megawatthours,465371.0
